Distanza,Track3,Track4,Track5,Track6,Track7,Track8,Track9,Track10,Track11,Track12,Track13,Track14,Track15,Track16,Focus1,Focus2,Focus3,TrackPosition,AngleToTrackAxis,Speed,SpeedY,Damage,DistanceRaced,RPM,Accelerate,Brake,Steering,Gear
5702.38,6.34584,7.17344,8.54796,10.987,16.0565,31.4868,175.771,31.8688,16.1054,11.013,8.56502,7.18605,6.35587,5.85718,-1.0,-1.0,-1.0,5.94486E-4,-3.37776E-4,69.5856,-0.00225566,0.0,18.2832,5822.84,1.0,0.0,0.0,2
5703.23,6.34676,7.17446,8.54912,10.9885,16.0583,31.4712,174.9,31.8841,16.1036,11.0116,8.56385,7.18503,6.35494,5.85631,-1.0,-1.0,-1.0,4.40858E-4,-3.52081E-4,69.5537,-0.00149779,0.0,19.1333,5774.74,1.0,0.0,0.0,2
5704.5,6.34826,7.17614,8.55112,10.991,16.062,31.4499,173.654,31.9058,16.0999,11.009,8.56185,7.18335,6.35345,5.85493,-1.0,-1.0,-1.0,2.04433E-4,-3.54942E-4,69.5057,-4.5538E-4,0.0,20.4077,5028.49,1.0,0.0,0.0,2
5705.36,6.34762,7.17542,8.55026,10.9899,16.0603,31.4266,172.79,31.9346,16.1016,11.0101,8.56271,7.18406,6.35408,5.85551,-1.0,-1.0,-1.0,3.02922E-4,-3.56372E-4,70.6278,-3.73365E-4,0.0,21.2632,5441.35,1.0,0.0,0.0,2
5706.67,6.34669,7.17436,8.54898,10.9882,16.0578,31.3892,171.434,31.9733,16.1041,11.0118,8.56399,7.18513,6.35502,5.85636,-1.0,-1.0,-1.0,4.46666E-4,-3.61617E-4,72.5457,-3.93699E-4,0.0,22.5762,5531.66,1.0,0.0,0.0,2
5708.02,6.34723,7.17497,8.54971,10.9891,16.0594,31.3535,170.106,32.0153,16.1022,11.0109,8.56326,7.18451,6.35447,5.85586,-1.0,-1.0,-1.0,3.61096E-4,-3.61617E-4,74.4563,-1.16156E-4,0.0,23.9243,5685.27,1.0,0.0,0.0,2
5709.4,6.34551,7.17302,8.54739,10.9862,16.0529,31.3019,168.701,32.0725,16.109,11.0139,8.56559,7.18646,6.35619,5.85745,-1.0,-1.0,-1.0,6.31592E-4,-3.62571E-4,76.3875,-8.08802E-6,0.0,25.3076,5850.21,1.0,0.0,0.0,2
5710.82,6.34574,7.17327,8.54768,10.9865,16.0494,31.2543,167.297,32.1278,16.1138,11.0135,8.56529,7.18621,6.35597,5.85724,-1.0,-1.0,-1.0,5.96567E-4,-3.62571E-4,78.3472,-3.26136E-5,0.0,26.7261,6008.61,1.0,0.0,0.0,2
5712.28,6.34437,7.17174,8.54585,10.9842,16.0398,31.1962,165.828,32.1979,16.1217,11.0158,8.56712,7.18775,6.35734,5.8585,-1.0,-1.0,-1.0,8.11317E-4,-3.62094E-4,80.3324,-4.40976E-5,0.0,28.1812,6165.1,1.0,0.0,0.0,2
5713.77,6.34407,7.1714,8.54545,10.9836,16.0332,31.1328,164.341,32.268,16.1309,11.0167,8.56752,7.18809,6.35764,5.85878,-1.0,-1.0,-1.0,8.58827E-4,-3.62094E-4,82.3414,1.3345E-5,0.0,29.6729,6322.7,1.0,0.0,0.0,2
